'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'25:40.528',-,-,-,-,-,-,0.016,0.000,60.000,-
'25:40.536',-,-,-,-,-,-,0.016,0.016,60.000,-
'25:40.544',-,-,-,-,-,-,0.016,0.000,60.000,-
'25:40.552',-,-,-,-,-,-,0.016,0.000,60.000,-
'25:40.560',-,-,-,-,-,-,0.016,0.000,61.200,-
'25:40.568',-,-,-,-,-,-,0.056,0.000,61.200,-
'25:40.576',-,-,-,-,-,-,0.120,0.040,61.200,-
'25:40.584',-,-,-,-,-,-,0.120,0.136,61.200,-
'25:40.592',-,-,-,-,-,-,0.000,0.136,61.200,-
'25:40.600',-,-,-,-,-,-,-0.232,-0.112,60.000,-
'25:40.608',-,-,-,-,-,-,-0.440,-0.416,60.000,-
'25:40.616',-,-,-,-,-,-,-0.464,-0.600,60.000,-
'25:40.624',-,-,-,-,-,-,-0.360,-0.464,60.000,-
'25:40.632',-,-,-,-,-,-,-0.296,-0.344,60.000,-
'25:40.640',-,-,-,-,-,-,-0.208,-0.248,60.000,-
'25:40.648',-,-,-,-,-,-,-0.120,-0.160,58.800,-
'25:40.656',-,-,-,-,-,-,-0.056,-0.088,60.000,-
'25:40.664',-,-,-,-,-,-,-0.016,-0.040,61.200,-
'25:40.672',-,-,-,-,-,-,0.000,0.000,63.600,-
'25:40.680',-,-,-,-,-,-,0.000,0.000,68.400,-
'25:40.688',-,-,-,-,-,-,-0.016,-0.016,75.600,-
'25:40.696',-,-,-,-,-,-,-0.016,-0.016,84.000,-
'25:40.704',-,-,-,-,-,-,-0.016,-0.016,91.200,-
'25:40.712',-,-,-,-,-,-,0.000,-0.016,97.200,-
'25:40.720',-,-,-,-,-,-,0.016,-0.016,99.600,-
'25:40.728',-,-,-,-,-,-,0.040,0.000,102.000,-
'25:40.736',-,-,-,-,-,-,0.056,0.040,103.200,-
'25:40.744',-,-,-,-,-,-,0.040,0.016,105.600,-
'25:40.752',-,-,-,-,-,-,0.040,0.000,106.800,-
'25:40.760',-,-,-,-,-,-,0.056,0.040,106.800,-
'25:40.768',-,-,-,-,-,-,0.080,0.040,106.800,-
'25:40.776',-,-,-,-,-,-,0.104,0.016,106.800,-
'25:40.784',-,-,-,-,-,-,0.144,0.136,106.800,-
'25:40.792',-,-,-,-,-,-,0.208,0.112,106.800,-
'25:40.800',-,-,-,-,-,-,0.272,0.232,105.600,-
'25:40.808',-,-,-,-,-,-,0.400,0.296,105.600,-
'25:40.816',-,-,-,-,-,-,0.528,0.368,104.400,-
'25:40.824',-,-,-,-,-,-,0.616,0.504,103.200,-
'25:40.832',-,-,-,-,-,-,0.568,0.552,103.200,-
'25:40.840',-,-,-,-,-,-,0.528,0.576,102.000,-
'25:40.848',-,-,-,-,-,-,0.504,0.528,100.800,-
'25:40.856',-,-,-,-,-,-,0.488,0.464,99.600,-
'25:40.864',-,-,-,-,-,-,0.424,0.440,97.200,-
'25:40.872',-,-,-,-,-,-,0.360,0.344,96.000,-
'25:40.880',-,-,-,-,-,-,0.296,0.272,93.600,-
'25:40.888',-,-,-,-,-,-,0.232,0.232,90.000,-
'25:40.896',-,-,-,-,-,-,0.184,0.112,87.600,-
'25:40.904',-,-,-,-,-,-,0.168,0.088,84.000,-
'25:40.912',-,-,-,-,-,-,0.120,0.136,82.800,-
'25:40.920',-,-,-,-,-,-,0.056,0.040,81.600,-
'25:40.928',-,-,-,-,-,-,0.040,0.016,81.600,-
'25:40.936',-,-,-,-,-,-,0.016,0.000,81.600,-
'25:40.944',-,-,-,-,-,-,0.016,0.000,80.400,-
'25:40.952',-,-,-,-,-,-,0.040,0.000,79.200,-
'25:40.960',-,-,-,-,-,-,0.056,0.000,79.200,-
'25:40.968',-,-,-,-,-,-,0.056,0.000,79.200,-
'25:40.976',-,-,-,-,-,-,0.016,0.000,78.000,-
'25:40.984',-,-,-,-,-,-,-0.040,0.000,78.000,-
'25:40.992',-,-,-,-,-,-,-0.056,-0.064,78.000,-
'25:41.000',-,-,-,-,-,-,-0.016,-0.088,76.800,-
'25:41.008',-,-,-,-,-,-,0.016,-0.016,76.800,-
'25:41.016',-,-,-,-,-,-,0.016,0.000,75.600,-
'25:41.024',-,-,-,-,-,-,0.016,-0.016,75.600,-
'25:41.032',-,-,-,-,-,-,0.000,0.000,74.400,-
'25:41.040',-,-,-,-,-,-,-0.016,-0.040,74.400,-
'25:41.048',-,-,-,-,-,-,-0.040,-0.088,73.200,-
